title,building_type,cat1,cat2,cat3,price,tenor_20,tenor_15,location,bedroom,bathroom,lt,lb
Apartemen Baru Podomoro Golf View 2 Kamar Tidur,Apartemen,Siap Huni,Dekat Landmark,null,350000000,1000000,2000000,Cimanggis,2,1,35,0
"Bisnis Kost / Rumah Sewa "" Citayam Residence""",Rumah,Dekat Akses Transportasi,null,null,350000000,1000000,2000000,Citayam,2,1,85,50
Murah Apt Podomoro Golf View Cimanggis 2 BR,Apartemen,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Landmark,350000000,1000000,2000000,Cimanggis,2,1,35,0
"Dijual Tanah di Arif Rahman Hakim Depok, Depok",Tanah,null,null,null,36500000000,176000000,226000000,Depok II,,,2437,0
Rumah Minimalis Seken 1 Lt Akses Dekat Stasiun Citayam DP Ringan J31812,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,360000000,1000000,2000000,Citayam,3,1,72,60
"Rumah Murah Aset Mandiri,Sukmajaya, Depok Jawa barat",Rumah,null,null,null,365000000,1000000,2000000,Sukmajaya,2,1,90,78
Pasir Putih Rumah Baru Murah dekat Stasiun dan Tol SHM Akses Mobil,Rumah,Bisa Nego,Siap Huni,Dekat Akses Transportasi,365000000,1000000,2000000,Sawangan,2,1,63,52
"Rumah Murah Aset Mandiri,TAPOS,KOTA DEPOK",Rumah,null,null,null,366000000,1000000,2000000,Tapos,3,2,75,53
"Rumah Murah Aset Mandiri, SAWANGAN, KOTA DEPOK",Rumah,null,null,null,366000000,1000000,2000000,Sawangan,2,1,72,36
"Tanah Kavling Dalam Perumahan Di Pondok Petir Depok, Free Desian Hunian",Tanah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,367000000,20000,30000,Depok II,,,105,0
Rumah Baru Pasir Putih Sawangan dekat Stasiun Citayam dan Tol Sawangan,Rumah,Bisa Nego,Siap Huni,Bebas Banjir,370000000,1000000,2000000,Sawangan,2,1,45,77
Dijual Studio Dave Apartment Best View City,Apartemen,Full Furnished,Dekat Sekolah,null,370000000,1000000,2000000,Kukusan,,1,23,0
TURUN HARGA Apartment Cinere Resort 2 Br Hrga Dibawah Pasar,Apartemen,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,375000000,1000000,2000000,Cinere,2,1,36,0
Taman Melati Margonda Tamel Furnished Bagus,Apartemen,Full Furnished,Dekat Akses Transportasi,Dekat Sekolah,375000000,1000000,2000000,Margonda,1,,24,0
Rumah Cluster Murah Susukan Bogor – 375 Juta,Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan,375000000,1000000,2000000,Citayam,2,1,60,42
Jual Rumah Baru di Sawangan Depok Dekat Puskesmas Pengasinan,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,379000000,1000000,2000000,Sawangan,2,1,60,36
Gudang Pinggir Jalan Raya Bogor Cimanggis Depok Jawa Barat,Gudang,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,38000000000,183000000,235000000,Cimanggis,1,50,2341,837
"Rumah Murah Aset Mandiri, Pancoran Mas, Depok, Jawa Barat",Rumah,null,null,null,380000000,1000000,2000000,Pancoran Mas,2,1,90,96
Taman Melati Margonda Shm Samping Ui,Apartemen,Full Furnished,Dekat Sekolah,null,380000000,1000000,2000000,Margonda,,,24,0
Taman Melati Margonda Kampus Ui Depok,Apartemen,Full Furnished,Dekat Sekolah,null,380000000,1000000,2000000,Margonda,1,,24,0
"Rumah Murah Aset Mandiri, Tapos, dEPOK Jawa barat",Rumah,null,null,null,381000000,1000000,2000000,Tapos,2,1,86,53
"Rumah Murah Aset Mandiri, Sawangan, Depok Jawa Barat",Rumah,null,null,null,384000000,1000000,2000000,Sawangan,2,1,272,170
"Tanah Eklusive di Kawasan Pusat Bisnis  DEPOK Jawa BaratJl. Siliwangi  selangkah ke Jl. Margonda Raya sangat cocok buat Usaha Kantor , Rumah Sakit , Apartemen , Hotel , Showroom dan Jenis usaha lainnya .",Ruko,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,39500000000,190000000,245000000,Pancoran Mas,1,1,3820,150
Tanah di Jalan Raya Citayam Depok SHM cocok untuk semua usaha,Tanah,Dekat Akses Transportasi,Dekat Sekolah,null,39700000000,30000,30000,Citayam,,,8835,0
Rumah SHM Terawat 14 Menit ke RSU Bhakti Yudha Depok Bisa KPR J32942,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,390000000,1000000,2000000,Pancoran Mas,2,1,53,36
Rumah Cicilan Ringan Siap Huni 15 Menit ke Gerbang Tol Sawangan 4 J-32942,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,390000000,1000000,2000000,Cipayung,2,1,53,36
Rumah Hadap Timur 13 Menit ke Stasiun Citayam LT 72 Dibantu KPR J35022,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,390000000,1000000,2000000,Citayam,2,1,72,60
Rumah 2 Kamar di Depok Akses Dekat Tol dan Stasiun Dibantu KPR J32942,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,390000000,1000000,2000000,Cilodong,2,1,53,36
Dijual Cepat Apartemen Taman Melati Depok Full Furnished Murah Dekat Kampus Universitas Indonesia Type Studio,Apartemen,Full Furnished,Dekat Sekolah,null,390000000,1000000,2000000,Margonda,,1,23,0
"Rumah Murah Aset Mandiri, Sukmajaya, Depok, Jawa Barat",Rumah,null,null,null,394000000,1000000,2000000,Sukmajaya,2,1,89,78
Rumah Murah Minimalis di Bedahan Sawangan Depok,Rumah,null,null,null,395000000,1000000,2000000,Sawangan,2,1,60,45
Rumah Kpr Tanpa Dp Akses Jakarta Shm-imb,Rumah,Bebas Banjir,Dekat Sekolah,null,395000000,1000000,2000000,Depok I,2,1,72,36
Tanah 72 Harga 300 Jutaan | 10 Menit dari Stasiun Citayam,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,395000000,1000000,2000000,Citayam,2,1,72,36
Tanah 72 Harga 300 Jutaan | 10 Menit dr Stasiun Citayam | Bebas Banjir,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,395000000,1000000,2000000,Citayam,2,1,72,36
Jual Rumah Baru Murah Akses Mobil Jatijajar Tapos Depok,Rumah,null,null,null,395000000,1000000,2000000,Tapos,2,1,52,45
Rumah 2 Lantai Cuma 300 Jutaan Didepok.ede,Rumah,Subsidi,Bisa Nego,Siap Huni,395000000,1000000,2000000,Cipayung,2,2,40,48
Pasir Putih Sawangan Dekat Stasiun dan Tol Tanah Murah Akses Mobil,Tanah,Bisa Nego,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,397000000,20000,20000,Sawangan,,,159,0
Rumah Rready Di Depok Cash/kpr Tanpa Dp 0%,Rumah,DP 0%,Dekat Sekolah,null,399000000,1000000,2000000,Depok I,2,1,70,36
Dijual Murah Apartemen Podomoro Golf View2 Bedroom,Apartemen,Dekat Landmark,null,null,399000000,1000000,2000000,Tapos,2,1,35,0
Rumah 2 Lantai Hrga Murah Bisa Kpr Dp Ringan,Rumah,null,null,null,399000000,1000000,2000000,Sawangan,2,2,40,50
Dijual Rumah Unik Dan Nyaman Di Komplek Bukit Cinere Indah,Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,Dekat Tempat Ibadah,4000000000,19000000,24000000,Cinere,4,2,277,361
Dijual Rumah Besar Siap Huni Hitung Tanah Butuh Jual Cepat,Rumah,Siap Huni,null,null,4000000000,19000000,24000000,Cinere,5,3,493,338
Rumah Mewah Siap Huni owner Bu Dekat Mall Cinere,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,4000000000,19000000,24000000,Cinere,4,4,375,500
Dijual Rumah 2 Lantai Dalam Komplek Akses langsung jl. Ry Cinere,Rumah,Dekat Pusat Perbelanjaan,null,null,4000000000,19000000,24000000,Cinere,5,3,422,300
"Dijual Rumah Dekat Perumahan Villa Mutiara Cinere, Krukut, Depok",Rumah,Dekat Akses Transportasi,null,null,4000000000,19000000,24000000,Limo,4,2,719,250
"Dijual Rumah 5 Kamar Tidur, Cocok Keluarga Besar One Gate System",Rumah,Bisa Nego,Bebas Banjir,Dekat Sekolah,4000000000,19000000,24000000,Cinere,5,3,240,350
Rumah Luas Fungsional di  Komplek Nyaman Cinere Berfasilitas Lap Tennis & SwimPool,Rumah,null,null,null,4000000000,19000000,24000000,Cinere,4,3,405,316
"Jual kost dekat UI, cocok buat investasi",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,4000000000,19000000,24000000,Depok II,8,4,508,718
Tanah Kavling Belakang Transmart Studio Cibubur Harjamukti,Tanah,Bisa Nego,Bebas Banjir,Dekat Pusat Perbelanjaan,4000000000,19000000,24000000,Harjamukti,,,400,0
"Ruko 3Lt, Brand New, Siap Huni, Lokasi Premium, Shila at Sawangan",Ruko,Siap Huni,Bebas Banjir,Dekat Sekolah,4020000000,19000000,24000000,Sawangan,2,,75,225
Rumah 3 Lantai Harga Perdana di Andara Living Homes,Rumah,Dekat Sekolah,null,null,4100000000,19000000,25000000,Pangkalan Jati,3,3,105,152
Rumah Bagus Dekat St Lrt.harjamukti Blkg Ada Kamar Utk Disewakan,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,4200000000,20000000,26000000,Harjamukti,8,5,900,750
Rumah Layak Huni Di Megapolitan Cinerere,Rumah,null,null,null,4200000000,20000000,26000000,Cinere,5,5,343,400
"TURUN HARGA Dijual Pabrik di Cilangkap, Tapos Depok Luas Tanah 1050 M2",Pabrik,null,null,null,4200000000,20000000,26000000,Cilangkap,1,10,1055,431
Rumah Ngantong Hadap Taman Baru Renovasi Komplek Puri Cinere,Rumah,Siap Huni,null,null,4250000000,20000000,26000000,Cinere,4,4,338,400
Rumah Cinere Tua Strategis 800m² Hitung Tanah Aja.,Rumah,Dekat Akses Transportasi,null,null,4250000000,20000000,26000000,Limo,,,823,10
Rumah 2 Lantai di Pesona Khayangan Jl Raya Margonda Depok,Rumah,null,null,null,4250000000,20000000,26000000,Sukmajaya,4,5,318,200
"Kost 2lt, 16 Kt, Furnished, Full Occupancy, Pondok Cina, Margonda",Rumah,Full Furnished,Bebas Banjir,Dekat Fasilitas Kesehatan,4250000000,20000000,26000000,Margonda,16,16,234,400
Kavling Eklusive Dan Strategis di Ragajaya Depok Jawabarat.,Tanah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,4250000000,20000000,26000000,Citayam,,,3000,0
Rumah Cantik 2lt Cinere Komplek Ekslusif,Rumah,null,null,null,4290000000,20000000,26000000,Cinere,6,4,516,480
DIJUAL RUMAH ASRI 2 LT GRAHA CINERE,Rumah,null,null,null,4300000000,20000000,26000000,Cinere,7,5,350,300
"Dijual Rumah Siap Huni Lokasi Strategis di Cinere Estate, Depok",Rumah,Siap Huni,Dekat Fasilitas Kesehatan,null,4300000000,20000000,26000000,Cinere,3,2,300,150
Harga Terbaik Rumah Terawat di Villa Cinere Mas,Rumah,null,null,null,4300000000,20000000,26000000,Cinere,3,3,225,300
Dijual Rumah Harga Bu di Dekat Golf Pangkalan Jati Pondok Labu,Rumah,Dekat Sekolah,null,null,4300000000,20000000,26000000,Pangkalan Jati,,,480,184
"Dijual Cepat Rumah 4 Kamar Tidur, Kolam Renang, Cinere SHM",Rumah,null,null,null,4300000000,20000000,26000000,Cinere,4,3,350,300
Rangkapan Jaya Pancoran mas depok,Tanah,Dekat Akses Transportasi,null,null,4300000000,20000000,26000000,Pancoran Mas,,,1387,0
Di Jual Cepat Villa Cinere Mas,Rumah,null,null,null,4400000000,21000000,27000000,Cinere,3,2,280,147
"Gudang+tanah+mess Karyawan Di Jl. Raya Tapos, Kota Depok, Jawa Barat, Tapos 4191.0 m² SHM",Gudang,null,null,null,4500000,0,0,Tapos,5,,4191,1000
"Rumah 1,5 Lantai + Rooftop Siap Huni di Komplek Puri Cinere Depok",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,4500000000,21000000,27000000,Cinere,4,4,338,350
Turun Harga Rumah Hook Di Shila Sawangan,Rumah,Full Furnished,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,4500000000,21000000,27000000,Sawangan,6,6,215,296
Rumah Hook 6 Kamar Tidur Di Lokasi Premium,Rumah,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,null,4500000000,21000000,27000000,Sawangan,6,7,215,292
"Rumah homy dengan tanah super luas Gandul, dekat Pondok Labu",Rumah,Dekat Akses Transportasi,null,null,4500000000,21000000,27000000,Gandul,5,3,493,338
"DIJUAL Rumah 1 Lantai SHM Lokasi Strategis di Pancoran Mas, Depok",Rumah,Dekat Akses Transportasi,Dekat Tempat Ibadah,null,4500000000,21000000,27000000,Pancoran Mas,5,3,1000,290
"Dijual Rumah Jalan Raden Sanim, selangkah Tanah Baru Raya",Rumah,null,null,null,4500000000,21000000,27000000,Beji,2,2,415,75
Rumah Nyaman Dan Asrii Dekat Tol Andara Memiliki Halaman Yang Luas Bebas Banjir,Rumah,Bebas Banjir,Dekat Akses Transportasi,null,4500000000,21000000,27000000,Pangkalan Jati,4,4,477,250
"Rumah 2Lt, Hal. Luas, Pool, Hdp Selatan, Kav. Pertamina, Cinangka",Rumah,Full Furnished,Bebas Banjir,Dekat Akses Transportasi,4500000000,21000000,27000000,Sawangan,8,6,868,700
Di Jual Rumah Strategis Di Tengah Kota Depok,Rumah,null,null,null,4500000000,21000000,27000000,Gandul,4,3,300,380
"Dijual Gedung Siap Huni, Strategis Pinggir Jalan Raya Di Cinere, Depok, Jawa Barat",Ruang Usaha,Siap Huni,Dekat Pusat Perbelanjaan,Dekat Sekolah,4500000000,21000000,27000000,Cinere,2,,302,141
Dijual Tanah Kosong Di Komplek Cinere Estateasri Nyaman,Tanah,null,null,null,4500000000,50000,70000,Cinere,,,450,0
Dijual cepat RUMAH  Komplek JATI VILLA Cinere - Depok,Rumah,Dekat Pusat Perbelanjaan,null,null,4600000000,22000000,28000000,Cinere,5,3,385,250
"Rumah di Cinere Depok, Depok",Rumah,Dekat Pusat Perbelanjaan,null,null,4600000000,22000000,28000000,Cinere,5,3,385,250
Rumah di Komplek puri cinere 2 Lantai SHM Bagus,Rumah,Siap Huni,Dekat Pusat Perbelanjaan,null,4600000000,22000000,28000000,Cinere,4,3,300,216
"Dijual Rumah Lama 2 Lantai Dalam Townhouse, Dekat Upn Pondok Labu",Rumah,Dekat Pusat Perbelanjaan,null,null,4600000000,22000000,28000000,Cinere,5,3,385,250
Tanah Hook Luas 375m2 Dalam Komplek Nyaman dan Strategis di Cinere,Tanah,null,null,null,4680000000,70000,80000,Cinere,,,375,0
Aparkost mewah di Universitas Indonesia depok full furnished,Apartemen,Full Furnished,Syariah,Dekat Akses Transportasi,4700000000,22000000,29000000,Kukusan,20,20,400,0
Paling Murah! Green Andara Rumah Bagus 204 Meter,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Tempat Ibadah,4750000000,22000000,29000000,Pangkalan Jati,4,3,204,200
Green Andara Rumah Cantik Siap Huni Dalam Komplek Artis,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Tempat Ibadah,4750000000,22000000,29000000,Cinere,4,3,204,200
Di Jual Rumah Cantik Di Villa Cinere Mas,Rumah,Full Furnished,null,null,4800000000,23000000,29000000,Cinere,4,3,280,240
Green Andara Residence Lt 204m2 Bagus,Rumah,null,null,null,4800000000,23000000,29000000,Pangkalan Jati,4,3,204,200
Green Andara Res. Lt 204m2 Bagus,Rumah,null,null,null,4800000000,23000000,29000000,Cinere,4,3,204,200
"Rumah Hoek Luas Asri Nyaman. Di Perumahan Villa Cinere Mas, Jl. Uranus Ii Pisangan, Ciputat Timur, Kota Tangerang Selatan, Banten, Indonesia, 15419, Cinere",Rumah,Dekat Sekolah,Lelang,Clean & Clear,4800000000,23000000,29000000,Cinere,6,5,400,300
Rumah Hook Luas Dan Asri Cinere 5 Menit Pintu Tol Limo Dan Desari,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,4800000000,23000000,29000000,Cinere,4,3,450,287
Rumah Keren Diarea Villa Cinere Mas Dekat Stasiun MRT & Gate Tol,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,null,4800000000,23000000,29000000,Cinere,5,5,280,240
Jarang Ada Rumah Posisi Kuldesak(pojok) Di Green Andara Residence,Rumah,Full Furnished,Siap Huni,Dekat Akses Transportasi,4850000000,23000000,30000000,Cinere,5,4,300,150
Rumah Cantik Nian Harga Fantastis Komplek Elite Cinere Terdepan,Rumah,Siap Huni,null,null,4850000000,23000000,30000000,Cinere,4,4,300,400
Rumah Modern Siap Huni Green Andara Residences Jakarta Selatan,Rumah,Full Furnished,Siap Huni,Dekat Pusat Perbelanjaan,4850000000,23000000,30000000,Pangkalan Jati,4,3,155,140
Rumah Siap Huni Semi Furnish Di Green Andara Residence Depok,Rumah,Full Furnished,Siap Huni,Dekat Akses Transportasi,4850000000,23000000,30000000,Depok I,5,4,155,140
Rumah Halaman Luas Di Green Andara,Rumah,Full Furnished,Siap Huni,Dekat Pusat Perbelanjaan,4850000000,23000000,30000000,Depok I,4,3,155,140
Rumah Siap Huni Bonus Kelebihan Tanah Di Green Andara Residence,Rumah,Full Furnished,Siap Huni,Dekat Akses Transportasi,4850000000,23000000,30000000,Depok I,5,4,300,150
"Rumah 2Lt, Unit Pojok, Hdp Utara, Semi Furnished, di Green Andara",Rumah,Full Furnished,Siap Huni,Bebas Banjir,4850000000,23000000,30000000,Cinere,4,3,155,140
"Rumah 2Lt, Unit Pojok, Hdp Utara, Semi Furnished, di Green Andara",Rumah,Full Furnished,Siap Huni,Bebas Banjir,4850000000,23000000,30000000,Cinere,4,3,155,140
Rumah Hitung Tanah  Harga Termurah Komplek Pangkalan Jati Golf Wajib Disurvey,Tanah,null,null,null,4850000000,23000000,30000000,Pangkalan Jati,,,480,0
Harus Terjual Rumah Asri Harga NJOP Di Megapolitan Cinere,Rumah,Bisa Nego,null,null,4950000000,23000000,30000000,Cinere,5,4,625,450
Rumah Istana Megah Harga Sangat Terjangkau Pangkalan Jati Dekat Pondok Labu.,Rumah,Dekat Akses Transportasi,null,null,4950000000,23000000,30000000,Pangkalan Jati,4,3,402,500
"Rumah Hitung Tanah, Jual Lokasi, Lok, Strategis Bukit Cinere Raya",Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,4950000000,23000000,30000000,Cinere,1,1,492,150
"Investasi Pasti Untung - Rumah Kontrakan 19 Pintu Terisi Penuh Area Pangkalan Jati - Cinere, Depok",Ruang Usaha,Bebas Banjir,Dekat Akses Transportasi,Dekat Sekolah,4950000000,23000000,30000000,Cinere,19,,647,400
Rumah Siap Huni Besar Dan Luas Dekat Pintu Tol Kukusan,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,4990000000,24000000,30000000,Kukusan,3,2,347,300
Rumah Kebun Terluas Di Tengah Kota Depok,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah,40000000000,193000000,248000000,Margonda,1,,4000,1200
Rumah Minimalis Seken 15 Menit ke Gerbang Tol Cimanggis Bisa KPR J28245,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,400000000,1000000,2000000,Cimanggis,2,1,59,36
Dijual Rumah di Cluster D green Palm Citayam Depok Jawa Barat. Dekat Stasiun Kereta Citayam. Dekat Pasar Citayam Depok,Rumah,Dekat Akses Transportasi,Dekat Sekolah,null,400000000,1000000,2000000,Citayam,2,1,70,50
"Rumah 1 Lantai Dekat Stasiun Bojong Gede,depok",Rumah,Dekat Akses Transportasi,null,null,400000000,1000000,2000000,Citayam,2,1,96,45
Cluster Besar Dekat Jl.raya Lokasi Terdepan Di Pasir Putih,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Sekolah,400000000,1000000,2000000,Pancoran Mas,2,1,72,45
Ready Stok Rumah Dekat Stasiun Citayam Tanpa Dp.mg,Rumah,Subsidi,DP 0%,Bebas Banjir,400000000,1000000,2000000,Cipayung,2,1,72,36
Dijual Kavling Depok Jalan Abdul Gani 8880m2,Tanah,null,null,null,41000000000,197000000,254000000,Depok I,,,8880,0
Unit 2 Kamar Dan Toilet Dgn Harga Murah Di Tower A,Apartemen,null,null,null,410000000,1000000,2000000,Cinere,2,1,37,0
"Investasi Tanah Dekat GDC, Siap AJB!",Tanah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Tempat Wisata,413000000,20000,30000,Cilodong,,,118,0
Rumah Murah Satu Lantai Didepok Cicilan Mulai 1 Jutaan.ede,Rumah,Subsidi,Dekat Akses Transportasi,null,414000000,2000000,2000000,Cipayung,2,1,60,36
Dijual Tanah Cinere Cocok Untuk Usaha Lokasi Strategis,Tanah,null,null,null,42100000000,203000000,261000000,Cinere,,,3724,0
Rumah 1 Lantai Akses Dekat The Park Mall Sawangan Dibantu KPR J25223,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,420000000,2000000,2000000,Sawangan,2,1,60,55
Rumah Minimalis 15 Menit ke RS Citra Medika Depok Bebas Banjir J31396,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,420000000,2000000,2000000,Cipayung,2,1,42,30
Rumah Minimalis di Depok 15 Menit ke Terminal Citayam DP Ringan J-25151,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,420000000,2000000,2000000,Cipayung,2,1,116,42
Rumah 2 KT Strategis 15 Menit ke Terminal Citayam Bebas Banjir J-31396,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi,420000000,2000000,2000000,Citayam,2,1,42,30
Rumah Minimalis 1 Lt 10 Menit ke Stasiun Depok Siap Huni Dibantu KPR J-31396,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,420000000,2000000,2000000,Cipayung,2,1,42,30
"Rumah Murah di Daerah Pancoran Mas, Depok",Rumah,null,null,null,423000000,2000000,2000000,Pancoran Mas,4,2,198,198
Rumah Cicilan Ringan SHM 10 Menit ke RS Permata Depok DIbantu KPR J23555,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,430000000,2000000,2000000,Sawangan,3,1,70,50
Apartment Tipe Studio Strategis Furnished Di Cinere Resort Depok,Apartemen,Full Furnished,Dekat Akses Transportasi,null,430000000,2000000,2000000,Cinere,,,22,0
"Rumah Murah Aset Mandiri,TAPOS, KOTA DEPOK",Rumah,null,null,null,431000000,2000000,2000000,Tapos,2,1,117,72
Kavling Murah Siap Bangun Dalam Cluster Strategis Di Cibubur,Tanah,Bebas Banjir,Dekat Akses Transportasi,null,432000000,2000000,2000000,Tapos,,,72,0
"Rumah Shm Ciseeng, Bogor Hemat 100jt",Rumah,Subsidi,Bisa Nego,Siap Huni,436000000,2000000,2000000,Sawangan,2,1,72,36
Dijual Harga Njop Tanah Jl. Raya Cinere. Bentuk Ngantong,Tanah,Dekat Akses Transportasi,null,null,44000000000,60000,80000,Cinere,,,3900,0
"Tanah Lokasi Strategis Dekat Exit Toll Desari, Jalur Padat Sawangan , Depok",Tanah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,44700000000,50000,70000,Sawangan,,,4472,0
Rumah 1 Lantai Lantai Menzani Akses Startegi Serba Dekat Kemana,Rumah,Dekat Akses Transportasi,null,null,442000000,2000000,2000000,Cipayung,3,1,55,60
"Rumah 1,5 Lantai Di Jl.swadaya Pancoran Mas Depok",Rumah,null,null,null,445000000,2000000,2000000,Depok I,2,1,65,110
Dijual Tanah Depok Kp Bedahan 12.015M2 Nego Sampai Jadi,Tanah,Bisa Nego,null,null,45600000000,20000,30000,Sawangan,,,12015,0
Rumah Cicilan Ringan 10 menit ke RSUD Depok Timur Dibantu KPR J-32316,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,450000000,2000000,2000000,Cilodong,2,1,75,55
Rumah 2 KT Siap Huni 10 Menit ke Gerbang Tol Brigif Dibantu KPR J33795,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,450000000,2000000,2000000,Cinere,2,1,31,64
Rumah Minimalis Dekat Cimanggis 10 Menit ke RSUD Depok Timur J32316,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,450000000,2000000,2000000,Cimanggis,2,1,75,55
Rumah Seken Terawat 15 Menit ke Terminal Sawangan 1 Lt Siap Huni J24023,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah,450000000,2000000,2000000,Sawangan,2,1,55,45
Rumah SHM 10 menit ke DTC (Depok Town Center) Dibantu KPR J-33795,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,450000000,2000000,2000000,Limo,2,1,31,64
"Turun Hrg Rmh 2 Lt, Loc Sejuk Di Pengasinan, Dekat Taman Herbal",Rumah,Dekat Pusat Perbelanjaan,null,null,450000000,2000000,2000000,Bojong Sari,3,3,70,100
Apartemen Taman Melati Area Margonda Depok Lingkungan Kampus,Apartemen,Dekat Akses Transportasi,Dekat Sekolah,null,450000000,2000000,2000000,Margonda,1,1,27,0
Rumah Murah Dekat Stasiun Citayam Bonus Motor tanpa Diundi,Rumah,Dekat Akses Transportasi,null,null,456000000,2000000,2000000,Citayam,2,1,60,40
Rumah Hook 15 Menit ke Terminal Sawangan 1 Lantai Siap Huni J30250,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,460000000,2000000,2000000,Sawangan,2,1,75,36
Park View Detos Depok Bagus Furnished,Apartemen,Full Furnished,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,470000000,2000000,2000000,Margonda,1,,30,0
Rumah aesthetic jalan besar fasilitas lengkap 10 menit stasiun,Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,null,471000000,2000000,2000000,Citayam,2,1,72,36
Rumah Di Jual Lokasi Dekat St Kereta Citayam Lingkungan Sdh Banyak Di Huni Kondisi Rumah Siap Huni Air Tanah Sumur Bor Jetpum Jalan Komplek.sudah Cor Beton,Rumah,Bisa Nego,Siap Huni,Bebas Banjir,475000000,2000000,2000000,Citayam,2,1,104,36
Dijual Kavling Tanah Murah 82.0 m² di Sawangan SHM,Tanah,Bisa Nego,Bebas Banjir,null,475000000,2000000,2000000,Sawangan,,,82,0
Kavling Lokasi Strategis Pinggir Jalan Di Cinere,Tanah,Dekat Pusat Perbelanjaan,null,null,48700000000,70000,80000,Cinere,,,3900,0
Rumah 9 Menit ke RS Permata Depok SHM Siap Huni Dibantu KPR J25627,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,480000000,2000000,2000000,Sawangan,2,1,72,45
Rumah Murah Pekapuran Cimanggis Depok Dp 10 Jt,Rumah,Dekat Akses Transportasi,Dekat Sekolah,Dekat Fasilitas Kesehatan,480000000,2000000,2000000,Tapos,2,2,42,48
Rumah murah siap huni hanya 3 menit ke stasiun citayam,Rumah,Syariah,Siap Huni,Dekat Akses Transportasi,484000000,2000000,3000000,Citayam,2,1,63,40
"Rumah Murah Aset Mandiri, Cilodong,Jawa Barat",Rumah,null,null,null,485000000,2000000,3000000,Cilodong,1,2,75,65
Rumah Murah Minimalis 1 Kilometer Ke Stasiun Citayam Dekat Depok,Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,null,490000000,2000000,3000000,Citayam,2,1,62,40
