userName,score,content,clean_text,processed_text,tokens,tokens_clean,sentiment,sentiment_rating,final_sentiment
Pengguna Google,1,"driver mobil dan motor nya banyak pilih pilih harga , dekat kaga mau di ambil sangat kurang bagus service nya","driver mobil dan motor nya banyak pilih pilih harga , dekat kaga mau di ambil sangat kurang bagus service nya",driver mobil motor pilih pilih harga kaga ambil bagus service nya,"['driver', 'mobil', 'dan', 'motor', 'banyak', 'pilih', 'pilih', 'harga', 'dekat', 'kaga', 'mau', 'di', 'ambil', 'sangat', 'kurang', 'bagus', 'service', 'nya']","['driver', 'mobil', 'motor', 'pilih', 'pilih', 'harga', 'kaga', 'ambil', 'bagus', 'service', 'nya']",positif,negatif,negatif
Pengguna Google,1,"grabfood kek 💩😤, harusnya kalau ndak ada pembatalan manual, kasih kek batal otomatis, udah 3x ini, ordeer nunggu berjam jam kek 💩, kecewaan polll. gak tau udah kelaparan malah kek gini","grabfood kek 💩😤, harusnya kalau ndak ada pembatalan manual, kasih kek batal otomatis, udah 3x ini, ordeer nunggu berjam jam kek 💩, kecewaan polll. gak tau udah kelaparan malah kek gini",grabfood kek batal manual kasih kek batal otomatis udah ordeer nunggu jam jam kek kecewa polll tau udah lapar kek gin,"['grabfood', 'kek', 'harus', 'kalau', 'tidak', 'ada', 'batal', 'manual', 'kasih', 'kek', 'batal', 'otomatis', 'udah', 'ini', 'ordeer', 'nunggu', 'jam', 'jam', 'kek', 'kecewa', 'polll', 'tidak', 'tau', 'udah', 'lapar', 'malah', 'kek', 'gin']","['grabfood', 'kek', 'batal', 'manual', 'kasih', 'kek', 'batal', 'otomatis', 'udah', 'ordeer', 'nunggu', 'jam', 'jam', 'kek', 'kecewa', 'polll', 'tau', 'udah', 'lapar', 'kek', 'gin']",netral,negatif,negatif
Pengguna Google,1,jangan mau beli disini harga nya mahal2 dan ga ada diskon,jangan mau beli disini harga nya mahal2 dan ga ada diskon,beli harga diskon,"['jangan', 'mau', 'beli', 'sini', 'harga', 'dan', 'tidak', 'ada', 'diskon']","['beli', 'harga', 'diskon']",netral,negatif,negatif
Pengguna Google,1,lelet drivernya pada gamau uang atau apa,lelet drivernya pada gamau uang atau apa,lelet kemudi gamau uang,"['lelet', 'kemudi', 'pada', 'gamau', 'uang', 'atau', 'apa']","['lelet', 'kemudi', 'gamau', 'uang']",netral,negatif,negatif
Pengguna Google,1,mau pesan taxi online aja ribet banget.,mau pesan taxi online aja ribet banget.,pesan taxi online aja ribet banget,"['mau', 'pesan', 'taxi', 'online', 'aja', 'ribet', 'banget']","['pesan', 'taxi', 'online', 'aja', 'ribet', 'banget']",negatif,negatif,negatif
Pengguna Google,2,lagi pesen ojek kok kebanyakan iklannya. bikin ribet mantau drivernya tau,lagi pesen ojek kok kebanyakan iklannya. bikin ribet mantau drivernya tau,sen ojek iklan bikin ribet mantau kemudi tau,"['lagi', 'sen', 'ojek', 'banyak', 'iklan', 'bikin', 'ribet', 'mantau', 'kemudi', 'tau']","['sen', 'ojek', 'iklan', 'bikin', 'ribet', 'mantau', 'kemudi', 'tau']",negatif,negatif,negatif
Pengguna Google,1,aplikasi setan gbs di cancel,aplikasi setan gbs di cancel,aplikasi setan gbs cancel,"['aplikasi', 'setan', 'gbs', 'di', 'cancel']","['aplikasi', 'setan', 'gbs', 'cancel']",netral,negatif,negatif
Pengguna Google,1,kenapa sekarang greb pake blue bird ..lebih mahal 2 X lipett ..,kenapa sekarang greb pake blue bird ..lebih mahal 2 X lipett ..,greb pakai blue bird mahal lipett,"['kenapa', 'sekarang', 'greb', 'pakai', 'blue', 'bird', 'lebih', 'mahal', 'tidak', 'lipett']","['greb', 'pakai', 'blue', 'bird', 'mahal', 'lipett']",negatif,negatif,negatif
Pengguna Google,3,i cannot sign in with my email,i cannot sign in with my email,i can not sign in with my email,"['i', 'can', 'not', 'sign', 'in', 'with', 'my', 'email']","['i', 'can', 'not', 'sign', 'in', 'with', 'my', 'email']",netral,netral,netral
Pengguna Google,1,Grab skarang kwalitasnya uda gak kayak dulu lagi.,Grab skarang kwalitasnya uda gak kayak dulu lagi.,grab kwalitasnya kayak,"['grab', 'sekarang', 'kwalitasnya', 'sudah', 'tidak', 'kayak', 'dulu', 'lagi']","['grab', 'kwalitasnya', 'kayak']",netral,negatif,negatif
Pengguna Google,1,pengantaran hemat ..orderan dipending 1 jam.. wkwkwkkw,pengantaran hemat ..orderan dipending 1 jam.. wkwkwkkw,hemat order pending jam wkwkwkkw,"['antar', 'hemat', 'order', 'pending', 'jam', 'wkwkwkkw']","['hemat', 'order', 'pending', 'jam', 'wkwkwkkw']",positif,negatif,negatif
Pengguna Google,1,"Bayar slalu tepat waktu.. Tiba2 limit paylatter jd NOL tanpa ada info, aneh...jd pertimbangan u/ un-install apl..","Bayar slalu tepat waktu.. Tiba2 limit paylatter jd NOL tanpa ada info, aneh...jd pertimbangan u/ un-install apl..",bayar slalu limit paylatter jd nol info aneh jd timbang apl,"['bayar', 'slalu', 'tepat', 'waktu', 'limit', 'paylatter', 'jd', 'nol', 'tanpa', 'ada', 'info', 'aneh', 'jd', 'timbang', 'untuk', 'apl']","['bayar', 'slalu', 'limit', 'paylatter', 'jd', 'nol', 'info', 'aneh', 'jd', 'timbang', 'apl']",netral,negatif,negatif
Pengguna Google,1,"iklan kalian menyusahkan sekali, terutama saat akan menonton YouTube.","iklan kalian menyusahkan sekali, terutama saat akan menonton YouTube.",iklan susah utama tonton youtube,"['iklan', 'kalian', 'susah', 'sekali', 'utama', 'saat', 'akan', 'tonton', 'youtube']","['iklan', 'susah', 'utama', 'tonton', 'youtube']",netral,negatif,negatif
Pengguna Google,3,"Saya mau pesan makanan, di sananya tertera jelas ada diskon 60%,dan ada yg 20% saat mau saya pakai semuanya tidak bisa! jika tidak bisa di pakai tidak usah di tambah tambahin diskon!","Saya mau pesan makanan, di sananya tertera jelas ada diskon 60%,dan ada yg 20% saat mau saya pakai semuanya tidak bisa! jika tidak bisa di pakai tidak usah di tambah tambahin diskon!",pesan makan tera diskon yg pakai pakai tambahin diskon,"['saya', 'mau', 'pesan', 'makan', 'di', 'sana', 'tera', 'jelas', 'ada', 'diskon', 'dan', 'ada', 'yg', 'saat', 'mau', 'saya', 'pakai', 'semua', 'tidak', 'bisa', 'jika', 'tidak', 'bisa', 'di', 'pakai', 'tidak', 'usah', 'di', 'tambah', 'tambahin', 'diskon']","['pesan', 'makan', 'tera', 'diskon', 'yg', 'pakai', 'pakai', 'tambahin', 'diskon']",netral,netral,netral
Pengguna Google,1,"3 jam pesan grab car tidak ada yang nyangkut padahal termasuk kota besar, giliran pakai aplikasi sebelah langsung nyangkut... mengecewakan","3 jam pesan grab car tidak ada yang nyangkut padahal termasuk kota besar, giliran pakai aplikasi sebelah langsung nyangkut... mengecewakan",jam pesan grab car nyangkut masuk kota gilir pakai app belah langsung nyangkut kecewa,"['jam', 'pesan', 'grab', 'car', 'tidak', 'ada', 'yang', 'nyangkut', 'padahal', 'masuk', 'kota', 'besar', 'gilir', 'pakai', 'app', 'belah', 'langsung', 'nyangkut', 'kecewa']","['jam', 'pesan', 'grab', 'car', 'nyangkut', 'masuk', 'kota', 'gilir', 'pakai', 'app', 'belah', 'langsung', 'nyangkut', 'kecewa']",negatif,negatif,negatif
Pengguna Google,1,"Maps nya gajelas, masa iya pesen makanan tiba² lokasi kita jadi jauh banget, kasian Abang grabnya nyariin","Maps nya gajelas, masa iya pesen makanan tiba² lokasi kita jadi jauh banget, kasian Abang grabnya nyariin",maps gajelas iya sen makan lokasi banget kasi abang grab nyariin,"['maps', 'gajelas', 'masa', 'iya', 'sen', 'makan', 'lokasi', 'kita', 'jadi', 'jauh', 'banget', 'kasi', 'abang', 'grab', 'nyariin']","['maps', 'gajelas', 'iya', 'sen', 'makan', 'lokasi', 'banget', 'kasi', 'abang', 'grab', 'nyariin']",netral,negatif,negatif
Pengguna Google,1,kurirnya tidak sopan,kurirnya tidak sopan,kurir sopan,"['kurir', 'tidak', 'sopan']","['kurir', 'sopan']",netral,negatif,negatif
Pengguna Google,1,"terulang lagi beli makanan mau pakai yg cepet dan reguler sama saja,beli bubur pesen jam 7,30tiba jam 8,30satu jam? sudh tanya resto beres 7,45 driver ngaku br dpet order masuk sangat merugikan sekali pdhal. sering pakai aplikasi kayaknya kapok terakhir beli disini!","terulang lagi beli makanan mau pakai yg cepet dan reguler sama saja,beli bubur pesen jam 7,30tiba jam 8,30satu jam? sudh tanya resto beres 7,45 driver ngaku br dpet order masuk sangat merugikan sekali pdhal. sering pakai aplikasi kayaknya kapok terakhir beli disini!",ulang beli makan pakai yg cepet reguler beli bubur sen jam jam jam sudh resto beres kemudi ngaku br dpet order masuk rugi pdhal pakai app kayak kapok beli,"['ulang', 'lagi', 'beli', 'makan', 'mau', 'pakai', 'yg', 'cepet', 'dan', 'reguler', 'sama', 'saja', 'beli', 'bubur', 'sen', 'jam', 'jam', 'jam', 'sudh', 'tanya', 'resto', 'beres', 'kemudi', 'ngaku', 'br', 'dpet', 'order', 'masuk', 'sangat', 'rugi', 'sekali', 'pdhal', 'sering', 'pakai', 'app', 'kayak', 'kapok', 'akhir', 'beli', 'sini']","['ulang', 'beli', 'makan', 'pakai', 'yg', 'cepet', 'reguler', 'beli', 'bubur', 'sen', 'jam', 'jam', 'jam', 'sudh', 'resto', 'beres', 'kemudi', 'ngaku', 'br', 'dpet', 'order', 'masuk', 'rugi', 'pdhal', 'pakai', 'app', 'kayak', 'kapok', 'beli']",negatif,negatif,negatif
Pengguna Google,2,"saya beli token listrik di aplikasi grab ini, tapi udh 1 bulan lebih no strome nya gak keluar, tadi nya beli di grab supaya mudah dan harga bersaing ternyata kekecewaan yang di dapat, udah komplain beberapa kali ke pihak grab gak pernah ada solusi, yang ada saldo ovo di potong, setiap kali komplain ke pihak grab jawabannya muter-muter, apakah di antara kawan ada yang mengalami seperti yang saya alami","saya beli token listrik di aplikasi grab ini, tapi udh 1 bulan lebih no strome nya gak keluar, tadi nya beli di grab supaya mudah dan harga bersaing ternyata kekecewaan yang di dapat, udah komplain beberapa kali ke pihak grab gak pernah ada solusi, yang ada saldo ovo di potong, setiap kali komplain ke pihak grab jawabannya muter-muter, apakah di antara kawan ada yang mengalami seperti yang saya alami",beli token listrik app grab no strome beli grab mudah harga saing nyata kecewa udah komplain kali grab solusi saldo ovo potong kali komplain grab kawan alami alami,"['saya', 'beli', 'token', 'listrik', 'di', 'app', 'grab', 'ini', 'tapi', 'sudah', 'bulan', 'lebih', 'no', 'strome', 'tidak', 'keluar', 'tadi', 'beli', 'di', 'grab', 'supaya', 'mudah', 'dan', 'harga', 'saing', 'nyata', 'kecewa', 'yang', 'di', 'dapat', 'udah', 'komplain', 'beberapa', 'kali', 'ke', 'pihak', 'grab', 'tidak', 'pernah', 'ada', 'solusi', 'yang', 'ada', 'saldo', 'ovo', 'di', 'potong', 'tiap', 'kali', 'komplain', 'ke', 'pihak', 'grab', 'jawab', 'apakah', 'di', 'antara', 'kawan', 'ada', 'yang', 'alami', 'seperti', 'yang', 'saya', 'alami']","['beli', 'token', 'listrik', 'app', 'grab', 'no', 'strome', 'beli', 'grab', 'mudah', 'harga', 'saing', 'nyata', 'kecewa', 'udah', 'komplain', 'kali', 'grab', 'solusi', 'saldo', 'ovo', 'potong', 'kali', 'komplain', 'grab', 'kawan', 'alami', 'alami']",positif,negatif,negatif
Pengguna Google,1,"Masa tiba-tiba limit ovo paylater jadi 0, kecewa parah sih","Masa tiba-tiba limit ovo paylater jadi 0, kecewa parah sih",limit ovo paylater kecewa parah sih,"['masa', 'limit', 'ovo', 'paylater', 'jadi', 'kecewa', 'parah', 'sih']","['limit', 'ovo', 'paylater', 'kecewa', 'parah', 'sih']",negatif,negatif,negatif
Pengguna Google,1,limit OVOPaylater hilang padahal pembayaran disiplin tidak pernah bermasalah. Kecewa!,limit OVOPaylater hilang padahal pembayaran disiplin tidak pernah bermasalah. Kecewa!,limit ovopaylater hilang bayar disiplin kecewa,"['limit', 'ovopaylater', 'hilang', 'padahal', 'bayar', 'disiplin', 'tidak', 'pernah', 'masalah', 'kecewa']","['limit', 'ovopaylater', 'hilang', 'bayar', 'disiplin', 'kecewa']",netral,negatif,negatif
Pengguna Google,1,susah menghubungi restoran kalau ada pesanan,susah menghubungi restoran kalau ada pesanan,susah hubung restoran pesan,"['susah', 'hubung', 'restoran', 'kalau', 'ada', 'pesan']","['susah', 'hubung', 'restoran', 'pesan']",negatif,negatif,negatif
Pengguna Google,2,sedikit kecewa,sedikit kecewa,kecewa,"['sedikit', 'kecewa']",['kecewa'],negatif,negatif,negatif
Pengguna Google,5,sangat puas,sangat puas,puas,"['sangat', 'puas']",['puas'],positif,positif,positif
Pengguna Google,5,pengiriman cepat & pelayanan memuaskan,pengiriman cepat & pelayanan memuaskan,kirim cepat layan muas,"['kirim', 'cepat', 'layan', 'muas']","['kirim', 'cepat', 'layan', 'muas']",positif,positif,positif
