userName,score,content,clean_text,processed_text,tokens,sentiment,sentiment_rating,final_sentiment
Pengguna Google,2,"saya beli token listrik di aplikasi grab ini, tapi udh 1 bulan lebih no strome nya gak keluar, tadi nya beli di grab supaya mudah dan harga bersaing ternyata kekecewaan yang di dapat, udah komplain beberapa kali ke pihak grab gak pernah ada solusi, yang ada saldo ovo di potong, setiap kali komplain ke pihak grab jawabannya muter-muter, apakah di antara kawan ada yang mengalami seperti yang saya alami","saya beli token listrik di aplikasi grab ini, tapi sudah 1 bulan lebih no strome  tidak keluar, tadi  beli di grab supaya mudah dan harga bersaing ternyata kekecewaan yang di dapat, udah komplain beberapa kali ke pihak grab tidak pernah ada solusi, yang ada saldo ovo di potong, setiap kali komplain ke pihak grab jawabannya muter-muter, apakah di antara kawan ada yang mengalami seperti yang saya alami",beli token listrik aplikasi grab udh no strome nya gak nya beli grab mudah harga saing kecewa udah komplain kali grab gak solusi saldo ovo potong kali komplain grab jawab kawan alami alami,"['beli', 'token', 'listrik', 'aplikasi', 'grab', 'udh', 'no', 'strome', 'nya', 'gak', 'nya', 'beli', 'grab', 'mudah', 'harga', 'saing', 'kecewa', 'udah', 'komplain', 'kali', 'grab', 'gak', 'solusi', 'saldo', 'ovo', 'potong', 'kali', 'komplain', 'grab', 'jawab', 'kawan', 'alami', 'alami']",positif,negatif,negatif
Pengguna Google,1,"Masa tiba-tiba limit ovo paylater jadi 0, kecewa parah sih","Masa tiba-tiba limit ovo paylater jadi 0, kecewa parah sih",limit ovo paylater kecewa parah sih,"['limit', 'ovo', 'paylater', 'kecewa', 'parah', 'sih']",negatif,negatif,negatif
Pengguna Google,1,limit OVOPaylater hilang padahal pembayaran disiplin tidak pernah bermasalah. Kecewa!,limit OVOPaylater hilang padahal pembayaran disiplin tidak pernah bermasalah. Kecewa!,limit ovopaylater hilang bayar disiplin masalah kecewa,"['limit', 'ovopaylater', 'hilang', 'bayar', 'disiplin', 'masalah', 'kecewa']",netral,negatif,negatif
Pengguna Google,1,susah menghubungi restoran kalau ada pesanan,susah menghubungi restoran kalau ada pesanan,susah hubung restoran pesan,"['susah', 'hubung', 'restoran', 'pesan']",negatif,negatif,negatif
Pengguna Google,2,sedikit kecewa,sedikit kecewa,kecewa,['kecewa'],negatif,negatif,negatif
Pengguna Google,5,sangat puas,sangat puas,puas,['puas'],positif,positif,positif
Pengguna Google,5,pengiriman cepat & pelayanan memuaskan,pengiriman cepat & pelayanan memuaskan,kirim cepat layan muas,"['kirim', 'cepat', 'layan', 'muas']",positif,positif,positif
Pengguna Google,5,"solisi terbaik bepergian ,grab🥰","solisi terbaik bepergian ,grab🥰",solis baik pergi,"['solis', 'baik', 'pergi']",positif,positif,positif
Pengguna Google,5,baik sekali,baik sekali,,[],positif,positif,positif
Pengguna Google,5,terima kasih,terima kasih,terima kasih,"['terima', 'kasih']",netral,positif,positif
Pengguna Google,5,cepet respon,cepet respon,cepet respon,"['cepet', 'respon']",netral,positif,positif
Pengguna Google,5,"amanah,baik,sopan,dan ramah,,,pokonya puas banget","amanah,baik,sopan,dan ramah,,,pokonya puas sekali",amanah sopan ramah poko puas banget,"['amanah', 'sopan', 'ramah', 'poko', 'puas', 'banget']",positif,positif,positif
Pengguna Google,5,sopan dan baik,sopan dan baik,sopan,['sopan'],positif,positif,positif
Pengguna Google,5,Baik,Baik,,[],netral,positif,positif
Pengguna Google,1,aplikasi buruk n mahal mau pesan makan di persulit,aplikasi buruk n mahal mau pesan makan di persulit,aplikasi buruk n mahal pesan makan sulit,"['aplikasi', 'buruk', 'n', 'mahal', 'pesan', 'makan', 'sulit']",negatif,negatif,negatif
Pengguna Google,1,"males sama drivernya masa di turynin di tempat yang jauh dari tujuan beberapa kalo juga drivernya ketus sama judes, mendecakkan suara di depan penumpang its not good","males sama drivernya masa di turynin di tempat yang jauh dari tujuan beberapa kalau juga drivernya ketus sama judes, mendecakkan suara di depan penumpang its not good",males drivernya turynin tuju kalo drivernya ketus judes decak suara tumpang its not good,"['males', 'drivernya', 'turynin', 'tuju', 'kalo', 'drivernya', 'ketus', 'judes', 'decak', 'suara', 'tumpang', 'its', 'not', 'good']",netral,negatif,negatif
Pengguna Google,5,mudah,mudah,mudah,['mudah'],positif,positif,positif
Pengguna Google,5,puas,puas,puas,['puas'],positif,positif,positif
Pengguna Google,1,"ini aplikasi kenapa dah,orang mau cari jemputan aja susah,saya nunggu udh lebih dari 1 jam","ini aplikasi kenapa dah,orang mau cari jemputan aja susah,saya nunggu sudah lebih dari 1 jam",aplikasi dah orang cari jemput aja susah nunggu udh jam,"['aplikasi', 'dah', 'orang', 'cari', 'jemput', 'aja', 'susah', 'nunggu', 'udh', 'jam']",netral,negatif,negatif
Pengguna Google,5,Endog iwak,Endog iwak,endog iwak,"['endog', 'iwak']",netral,positif,positif
Pengguna Google,5,good,good,good,['good'],netral,positif,positif
Pengguna Google,5,nyaman dan ramah,nyaman dan ramah,nyaman ramah,"['nyaman', 'ramah']",positif,positif,positif
Pengguna Google,5,"ikaan hiu melayang layang, kamu bikin aku makin sayang🤭 kiw kiw cukurukuk kukgeruuu😂😂😂","ikaan hiu melayang layang, kamu bikin saya makin sayang🤭 kiw kiw cukurukuk kukgeruuu😂😂😂",ikaan hiu layang layang bikin kiw kiw cukurukuk,"['ikaan', 'hiu', 'layang', 'layang', 'bikin', 'kiw', 'kiw', 'cukurukuk']",netral,positif,positif
Pengguna Google,1,iklann aja di mana mana cape anj lu Mulu iklan,iklann aja di mana mana cape anj lu Mulu iklan,iklann aja cape anj lu mulu iklan,"['iklann', 'aja', 'cape', 'anj', 'lu', 'mulu', 'iklan']",netral,negatif,negatif
Pengguna Google,1,saya pesan grab exprest oleh driver dibatalkan saldo ovo saya sudah terpotong & tidak ada pengembalian dana jadi males pake non tunai,saya pesan grab exprest oleh driver dibatalkan saldo ovo saya sudah terpotong & tidak ada pengembalian dana jadi males pake non tunai,pesan grab exprest driver batal saldo ovo potong kembali dana males pake non tunai,"['pesan', 'grab', 'exprest', 'driver', 'batal', 'saldo', 'ovo', 'potong', 'kembali', 'dana', 'males', 'pake', 'non', 'tunai']",netral,negatif,negatif
Pengguna Google,1,"makin lama makin gak jelas sistem mu, satu driver terima bnyak pesanan padahal harga makanan dll sdh di up driver cuma terima sebagian kecil akhirnya sering terlambat kirim orderan makanan ujung² nya customer yg di rugikan","makin lama makin tidak jelas sistem mu, satu driver terima bnyak pesanan padahal harga makanan dll sudah di up driver cuma terima sebagian kecil akhirnya sering terlambat kirim orderan makanan ujung²  customer yang di rugikan",gak sistem mu driver terima bnyak pesan harga makan dll sdh up driver terima lambat kirim order makan nya customer yg rugi,"['gak', 'sistem', 'mu', 'driver', 'terima', 'bnyak', 'pesan', 'harga', 'makan', 'dll', 'sdh', 'up', 'driver', 'terima', 'lambat', 'kirim', 'order', 'makan', 'nya', 'customer', 'yg', 'rugi']",netral,negatif,negatif
Pengguna Google,4,"ada 1 driver ojol yang memakai 2 aplikasi grab dan Maxim . waktu mau pergi ke sekolah dia datang ke lokasi dengan jaket Maxim lalu pas di pertengahan jalan dia bilang ""jemput yang 1 lagi ya dek""saya tidak mengerti maksudnya ternyata dia menjemput satu customer lagi dari apk Maxim dan kami satu tujuan, dia minta agar kami bonceng tiga. padahal adek saya sudah terlambat sekolah tolong kasih peringatan kepada driver seperti itu","ada 1 driver ojol yang memakai 2 aplikasi grab dan Maxim . waktu mau pergi ke sekolah dia datang ke lokasi dengan jaket Maxim lalu pas di pertengahan jalan dia bilang ""jemput yang 1 lagi ya dek""saya tidak mengerti maksudnya ternyata dia menjemput satu customer lagi dari apk Maxim dan kami satu tujuan, dia minta agar kami bonceng tiga. padahal adek saya sudah terlambat sekolah tolong kasih peringatan kepada driver seperti itu",driver ojol pakai aplikasi grab maxim pergi sekolah lokasi jaket maxim pas tengah jalan bilang jemput ya dek erti maksud jemput customer apk maxim tuju bonceng adek lambat sekolah tolong kasih ingat driver,"['driver', 'ojol', 'pakai', 'aplikasi', 'grab', 'maxim', 'pergi', 'sekolah', 'lokasi', 'jaket', 'maxim', 'pas', 'tengah', 'jalan', 'bilang', 'jemput', 'ya', 'dek', 'erti', 'maksud', 'jemput', 'customer', 'apk', 'maxim', 'tuju', 'bonceng', 'adek', 'lambat', 'sekolah', 'tolong', 'kasih', 'ingat', 'driver']",netral,positif,positif
Pengguna Google,1,"astagfirullah, kenapa gabisa connect ama ovo payment ? kok bego banget sih ? sesusah itukah ? nyebut banget gw makanya Nadim korupsi buat benerin elu astagfirullah","astagfirullah, kenapa gabisa connect ama ovo payment ? kok bego sekali sih ? sesusah itukah ? nyebut sekali saya makanya Nadim korupsi untuk benerin elu astagfirullah",astagfirullah gabisa connect ama ovo payment bego banget sih susah nyebut banget gw nadim korupsi benerin elu astagfirullah,"['astagfirullah', 'gabisa', 'connect', 'ama', 'ovo', 'payment', 'bego', 'banget', 'sih', 'susah', 'nyebut', 'banget', 'gw', 'nadim', 'korupsi', 'benerin', 'elu', 'astagfirullah']",netral,negatif,negatif
Pengguna Google,5,baik,baik,,[],positif,positif,positif
Pengguna Google,1,mohon maaf tidak mau pesan masalah grab banyak bertolak penumpang saya kecewa nunggu korban 3 jam berapa kali tolak gara grab suka paksa harga mahal tidak adil rakyat supir tidak pikir hati menghormati penumpang anda tidak profesional.,mohon maaf tidak mau pesan masalah grab banyak bertolak penumpang saya kecewa nunggu korban 3 jam berapa kali tolak gara grab suka paksa harga mahal tidak adil rakyat supir tidak pikir hati menghormati penumpang anda tidak profesional.,mohon maaf pesan grab tolak tumpang kecewa nunggu korban jam kali tolak gara grab suka paksa harga mahal adil rakyat supir pikir hati hormat tumpang profesional,"['mohon', 'maaf', 'pesan', 'grab', 'tolak', 'tumpang', 'kecewa', 'nunggu', 'korban', 'jam', 'kali', 'tolak', 'gara', 'grab', 'suka', 'paksa', 'harga', 'mahal', 'adil', 'rakyat', 'supir', 'pikir', 'hati', 'hormat', 'tumpang', 'profesional']",negatif,negatif,negatif
Pengguna Google,5,sopan,sopan,sopan,['sopan'],netral,positif,positif
Pengguna Google,5,sangat membantu,sangat membantu,bantu,['bantu'],netral,positif,positif
Pengguna Google,1,telat 2 jam woi,telat 2 jam woi,telat jam woi,"['telat', 'jam', 'woi']",netral,negatif,negatif
Pengguna Google,5,ok,oke,ok,['ok'],netral,positif,positif
