userName;score;content;clean_text;sentiment
Pengguna Google;5;top;top;positif
Pengguna Google;5;bpk supirnya ramah ..enak di ajak ngobrolnya;bpk supirnya ramah enak di ajak ngobrolnya;positif
Pengguna Google;5;suka banyak promonya, ongkirnya juga murah, pelayanan ramah, pokok best;suka banyak promonya ongkirnya juga murah pelayanan ramah pokok best;positif
Pengguna Google;4;selama ini gunakan jasa grab, pengemudinya baik, ramah2.;selama ini gunakan jasa grab pengemudinya baik ramah;positif
Pengguna Google;5;amanah;amanah;positif
Pengguna Google;5;aplikasinya bagus dan memudahkan;aplikasinya bagus dan memudahkan;positif
Pengguna Google;5;ok;ok;positif
Pengguna Google;5;oke;oke;positif
Pengguna Google;5;sangat terbantu;sangat terbantu;positif
Pengguna Google;1;Terlalu sering memaksa konsumen harus update aplikasi,setiap mau di gunakan update terus,payah!;terlalu sering memaksa konsumen harus update aplikasisetiap mau di gunakan update teruspayah;negatif
Pengguna Google;5;terimakasih saya tepat waktu mengejar kereta;terimakasih saya tepat waktu mengejar kereta;positif
Pengguna Google;5;sopir nyaman dan ramah 👍;sopir nyaman dan ramah;positif
Pengguna Google;1;Kenapa limit paylater saya hilang,padahal pembayaran nya lancar...hmmmm kenapa dgn aplikasi ini,padahal sdh sangat nyaman pake aplikasi grab..untuk sementara saya kasih bintang 1.;kenapa limit paylater saya hilangpadahal pembayaran nya lancarhmmmm kenapa dgn aplikasi inipadahal sdh sangat nyaman pake aplikasi grabuntuk sementara saya kasih bintang;negatif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;1;Aplikasi jelek, cs tidak bisa dhubungi, padahal sudah langganan bayar pake grab unlimited, harusnya pelayanan nya bgs seperti aplikasi lain yg sejenis punya cs prioritas. pernah juga bayar pake kartu, trus pesanannya dbatalin uangnya gk balik.. harus nunggu 7x24 jam padahal aplikasi lain klo batal uangnya otomatis balik.. ini pesan makanan jg, ad yg salah dalam masukin promo mau dbatalin gak bisa. mengecewakan.;aplikasi jelek cs tidak bisa dhubungi padahal sudah langganan bayar pake grab unlimited harusnya pelayanan nya bgs seperti aplikasi lain yg sejenis punya cs prioritas pernah juga bayar pake kartu trus pesanannya dbatalin uangnya gk balik harus nunggu x jam padahal aplikasi lain klo batal uangnya otomatis balik ini pesan makanan jg ad yg salah dalam masukin promo mau dbatalin gak bisa mengecewakan;negatif
Pengguna Google;5;sangat nyaman;sangat nyaman;positif
Pengguna Google;5;nyaman dan ramah;nyaman dan ramah;positif
Pengguna Google;5;keren grab mudah dan cepat;keren grab mudah dan cepat;positif
Pengguna Google;5;membantu kesulitan;membantu kesulitan;positif
Pengguna Google;5;sopirnya ramah terima kasih;sopirnya ramah terima kasih;positif
Pengguna Google;5;membantu saya dalam perjalanan jauh,pokoknya sangat membantu sekali;membantu saya dalam perjalanan jauhpokoknya sangat membantu sekali;positif
Pengguna Google;5;baghus;baghus;positif
Pengguna Google;5;sangat membantu;sangat membantu;positif
Pengguna Google;5;aplikasi yg sangat dpt dipercaya;aplikasi yg sangat dpt dipercaya;positif
Pengguna Google;5;puas sekali;puas sekali;positif
Pengguna Google;5;nyaman dalam perjalanan;nyaman dalam perjalanan;positif
Pengguna Google;5;sangat cepett dan amann;sangat cepett dan amann;positif
Pengguna Google;5;baik;baik;positif
Pengguna Google;5;semoga menjadi driver yg amanah😊;semoga menjadi driver yg amanah;positif
Pengguna Google;3;baiknya hapus penggunaan foto ai yg untuk menu hidangan, banyak tipu tipu;baiknya hapus penggunaan foto ai yg untuk menu hidangan banyak tipu tipu;netral
Pengguna Google;5;Sangat Memuaskan terima kasih;sangat memuaskan terima kasih;positif
Pengguna Google;5;apik;apik;positif
Pengguna Google;5;the best;the best;positif
Pengguna Google;3;Kepada Pimpinan Grab yg ada di Indonesia terutama di Medan. tolong dulu ditatar/diperingatin DRIVER KALIAN. Agar tidak Body Shaming (menanyakan berat badan) & Menanyakan hal pribadi terhadap penumpang (sprti masalah pernikahan & keturunan). sekian dan terima kasih;kepada pimpinan grab yg ada di indonesia terutama di medan tolong dulu ditatardiperingatin driver kalian agar tidak body shaming menanyakan berat badan menanyakan hal pribadi terhadap penumpang sprti masalah pernikahan keturunan sekian dan terima kasih;netral
Pengguna Google;5;recomen;recomen;positif
Pengguna Google;5;trimakasi;trimakasi;positif
Pengguna Google;5;manteep;manteep;positif
Pengguna Google;2;Bagus;bagus;negatif
Pengguna Google;5;debes deh;debes deh;positif
Pengguna Google;5;Bagus;bagus;positif
Pengguna Google;1;"woy gua make grab udah 6 tahun. ini tiba"" minta selfie. ampe pegel pala nunduk naik gk bisa"" . ngehe banget";woy gua make grab udah tahun ini tiba minta selfie ampe pegel pala nunduk naik gk bisa ngehe banget;negatif
Pengguna Google;5;selalu jadi yang terbaik dalam segala hal;selalu jadi yang terbaik dalam segala hal;positif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;1;jelek, mendingan gojek;jelek mendingan gojek;negatif
Pengguna Google;5;aplikasi yang sangat membantu sekali;aplikasi yang sangat membantu sekali;positif
Pengguna Google;1;beli makanan nggak nyampe2. udah 2x pesan nggak nyampe semua (nunggu sampe 4 jam kalau ditotal) emang parah2. pilihan paket hematnya dihapus aja kalau bener2 nggak diambil sama pengantar. Udah sampe 4 jam lebih nggak ada pengantar yang mau ambil pesanan.;beli makanan nggak nyampe udah x pesan nggak nyampe semua nunggu sampe jam kalau ditotal emang parah pilihan paket hematnya dihapus aja kalau bener nggak diambil sama pengantar udah sampe jam lebih nggak ada pengantar yang mau ambil pesanan;negatif
Pengguna Google;5;saya kurang mendukung ada layanan traktir driver, sehingga pada jam-jam tertentu kebanyakan driver tidak mengambil orderan grab bike,saya sebagai pengguna grab sangat kesulitan mencari grab bike terutama di jam-jam promo resto terima kasih.;saya kurang mendukung ada layanan traktir driver sehingga pada jamjam tertentu kebanyakan driver tidak mengambil orderan grab bikesaya sebagai pengguna grab sangat kesulitan mencari grab bike terutama di jamjam promo resto terima kasih;positif
Pengguna Google;3;titik lokasi ga update seperti di google maps;titik lokasi ga update seperti di google maps;netral
Pengguna Google;5;kurirnya baik berpriaku sopan dan santun;kurirnya baik berpriaku sopan dan santun;positif
Pengguna Google;1;kecewa sih, gw pesan makanan lama banget nyari drivernya bahkan gw nunggu ampe 3 jam lebih g nyampe nyampe, gimana sih ni apk, sebernya serius g sih lu pada jalanin ni apk? dongo dongo;kecewa sih gw pesan makanan lama banget nyari drivernya bahkan gw nunggu ampe jam lebih g nyampe nyampe gimana sih ni apk sebernya serius g sih lu pada jalanin ni apk dongo dongo;negatif
Pengguna Google;4;👍💯;;positif
Pengguna Google;5;sangat memuaskan;sangat memuaskan;positif
Pengguna Google;1;Lama nyari pengemudi... Gak yes...;lama nyari pengemudi gak yes;negatif
Pengguna Google;1;hujan gerimis, pengemudi ga dapat.. aplikasi ga jelas... shoope food tetap dpt pengemudi tuh;hujan gerimis pengemudi ga dapat aplikasi ga jelas shoope food tetap dpt pengemudi tuh;negatif
Pengguna Google;5;sangat seneng sekali;sangat seneng sekali;positif
Pengguna Google;5;sangat baik;sangat baik;positif
Pengguna Google;1;lagi main pubg notif muncul;lagi main pubg notif muncul;negatif
Pengguna Google;5;orang nya ramah;orang nya ramah;positif
Pengguna Google;1;menyediakan layanan bantuan tapi sayang pas di kritik justru ditolak,,, harusnya kalo memang tdk percaya silakan datang ambil makanannya dan coba sendiri makanan itu layak tdk dimakan,,, bukan maksud mau digantikan tapi pelayanan grab kurang ajar;menyediakan layanan bantuan tapi sayang pas di kritik justru ditolak harusnya kalo memang tdk percaya silakan datang ambil makanannya dan coba sendiri makanan itu layak tdk dimakan bukan maksud mau digantikan tapi pelayanan grab kurang ajar;negatif
Pengguna Google;4;sangat cocok untuk belanja;sangat cocok untuk belanja;positif
Pengguna Google;5;bagus;bagus;positif
Pengguna Google;1;mengecewakan;mengecewakan;negatif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;5;ramah dan menyenangkan;ramah dan menyenangkan;positif
Pengguna Google;3;kalo hujan kenapa ga ada yg mau ambil orderan??!;kalo hujan kenapa ga ada yg mau ambil orderan;netral
Pengguna Google;4;tolong untuk di himbau para mitra driver nya utk selalu sedia Jas Hujan untuk penumpang .. baik jarak dekat maupun jauh setidaknya di musin hujan saat ini ada jas hujannn jadi utk Customernya tdak kehujanan atau basah kuyup ..;tolong untuk di himbau para mitra driver nya utk selalu sedia jas hujan untuk penumpang baik jarak dekat maupun jauh setidaknya di musin hujan saat ini ada jas hujannn jadi utk customernya tdak kehujanan atau basah kuyup;positif
Pengguna Google;4;ok;ok;positif
Pengguna Google;5;mudah,cepat dan banyak pilihan;mudahcepat dan banyak pilihan;positif
Pengguna Google;1;ga tepat waktu;ga tepat waktu;negatif
Pengguna Google;5;mudah dan cepat;mudah dan cepat;positif
Pengguna Google;5;makasih aplikasi nya bagus banget lumayan......;makasih aplikasi nya bagus banget lumayan;positif
Pengguna Google;1;Pengalaman sy kemarin tgl 19 Oktober 2025 pergi ke bandara. tertulis harga 436rb tiba-tiba driver bilang batalkan sja dari aplikasi nya biar manual gtu. (aku gabanyak tanya, aku pikir harga tetap sesuai seperti di aplikasi paling tambah biaya tol aja) next nyampe bandara ditanya berapa semua total 562rb. gilaaakkk driver nya. tolong dong perbaiki seleksi driver nya;pengalaman sy kemarin tgl oktober pergi ke bandara tertulis harga rb tibatiba driver bilang batalkan sja dari aplikasi nya biar manual gtu aku gabanyak tanya aku pikir harga tetap sesuai seperti di aplikasi paling tambah biaya tol aja next nyampe bandara ditanya berapa semua total rb gilaaakkk driver nya tolong dong perbaiki seleksi driver nya;negatif
Pengguna Google;1;"driver suka cancel saat sudah dekat dengan lokasi penjemputan. beberapa suka marah"", padahal kata"" yg dikatakan juga sudah sopan. perbaiki dulu attitude drivernya yaa";driver suka cancel saat sudah dekat dengan lokasi penjemputan beberapa suka marah padahal kata yg dikatakan juga sudah sopan perbaiki dulu attitude drivernya yaa;negatif
Pengguna Google;5;sangat membantu;sangat membantu;positif
Pengguna Google;5;Sangat baik Terimakasih Play store;sangat baik terimakasih play store;positif
Pengguna Google;5;mantap;mantap;positif
Pengguna Google;1;nunggu konfirmasi pesanan lama tidak bisa batalkan order mknan 30 jd 40 ongkir setara mknan;nunggu konfirmasi pesanan lama tidak bisa batalkan order mknan jd ongkir setara mknan;negatif
Pengguna Google;5;sangat membantu mempermudah perjalanan;sangat membantu mempermudah perjalanan;positif
Pengguna Google;1;Kondisi Hujan susah nyangkut, padahal yg nentukan tarif dari Apk nya, klo emg maunya tarif mahal ngaoain jadi ojol grab ya;kondisi hujan susah nyangkut padahal yg nentukan tarif dari apk nya klo emg maunya tarif mahal ngaoain jadi ojol grab ya;negatif
Pengguna Google;5;pelayanan bagus ga ribet;pelayanan bagus ga ribet;positif
Pengguna Google;5;nice;nice;positif
Pengguna Google;5;alhamdulilah sampe tujuan;alhamdulilah sampe tujuan;positif
Pengguna Google;1;Lu semua bangsaaat manusia yg GK berfikir orang miskin lu peras ini aplikator grab hanya eksplorasi mitranya ini perbudakan yg sangat tidak ada prikemanusiaannya..GK tau malu kalian semua sama biadabnya kalian semua;lu semua bangsaaat manusia yg gk berfikir orang miskin lu peras ini aplikator grab hanya eksplorasi mitranya ini perbudakan yg sangat tidak ada prikemanusiaannyagk tau malu kalian semua sama biadabnya kalian semua;negatif
Pengguna Google;5;keren parah;keren parah;positif
Pengguna Google;5;layanan baik, mobil bersih;layanan baik mobil bersih;positif
Pengguna Google;5;sangat baik;sangat baik;positif
Pengguna Google;1;selektif dong klo pilih mitra.. jgn bermitra sama org bodoh yg playing victim... tindak tegas mitra yg nakal;selektif dong klo pilih mitra jgn bermitra sama org bodoh yg playing victim tindak tegas mitra yg nakal;negatif
Pengguna Google;1;kurang ajar , gabisa batalin pesanan grabfood;kurang ajar gabisa batalin pesanan grabfood;negatif
Pengguna Google;5;nice;nice;positif
Pengguna Google;5;baik;baik;positif
Pengguna Google;1;server eror mlu;server eror mlu;negatif
Pengguna Google;2;saya udah bayar paylatter tapi kok, gak bisa di gunain lagi, tolong di perbaikin dong, dan saya bayar gak pernah telat, biasanya pas bayar saldonya balik lagi ke paylatter, ini gak ada;saya udah bayar paylatter tapi kok gak bisa di gunain lagi tolong di perbaikin dong dan saya bayar gak pernah telat biasanya pas bayar saldonya balik lagi ke paylatter ini gak ada;negatif
Pengguna Google;5;sangat membantu dlm perjalanan.;sangat membantu dlm perjalanan;positif
Pengguna Google;5;semua baik;semua baik;positif
Pengguna Google;5;pelayanan mantap;pelayanan mantap;positif
